Landsat Scene Identifier,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Nadir Off Nadir,Full or Partial Scene,Data Category,Bias Parameter File Name OLI,Bias Parameter File Name TIRS,Calibration Parameter File,RLUT File Name,Roll Angle,Station Identifier,Day/Night,Data Type Level 1,Sensor Identifier,Date Acquired,Start Time,Stop Time,Image Quality,Scene Cloud Cover,Sun Elevation,Sun Azimuth,Geometric RMSE Model X,Geometric RMSE Model Y,Ground Control Points Model,Ground Control Points Version,Browse Exists,Processing Software Version,Center Latitude,Center Longitude,NW Corner Lat,NW Corner Long,NE Corner Lat,NE Corner Long,SE Corner Lat,SE Corner Long,SW Corner Lat,SW Corner Long,Center Latitude dec,Center Longitude dec,NW Corner Lat dec,NW Corner Long dec,NE Corner Lat dec,NE Corner Long dec,SE Corner Lat dec,SE Corner Long dec,SW Corner Lat dec,SW Corner Long dec,Display ID,Ordering ID,Download Link
LC80060682015134LGN00, 006, 068, 006, 068,NADIR,FULL,NOMINAL,LO8BPF20150514143630_20150514151105.01,LT8BPF20150514143236_20150514151158.01,L8CPF20150401_20150630.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/05/14,2015:134:15:03:30.5147370,2015:134:15:04:02.2847330,9,75.26,49.11658357,42.68692823,7.563,7.393,44,2,Y,LPGS_2.5.0,11°34'04.12"S,74°47'09.67"W,10°31'10.67"S,75°26'50.53"W,10°52'46.78"S,73°44'46.79"W,12°37'14.52"S,74°07'11.75"W,12°15'24.23"S,75°49'54.05"W,-11.56781,-74.78602,-10.51963,-75.44737,-10.87966,-73.74633,-12.6207,-74.11993,-12.25673,-75.83168,LC80060682015134LGN00,LC80060682015134LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80060682015134LGN00
LC80060682015118LGN00, 006, 068, 006, 068,NADIR,FULL,NOMINAL,LO8BPF20150428143710_20150428151121.01,LT8BPF20150428143317_20150428151215.01,L8CPF20150401_20150630.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/04/28,2015:118:15:03:46.7880990,2015:118:15:04:18.5580950,9,64.42,52.01508751,48.05968765,10.934,9.107,16,2,Y,LPGS_2.5.0,11°34'03.32"S,74°48'20.09"W,10°31'09.88"S,75°28'00.73"W,10°52'45.98"S,73°45'57.49"W,12°37'13.73"S,74°08'22.60"W,12°15'23.47"S,75°51'04.39"W,-11.56759,-74.80558,-10.51941,-75.46687,-10.87944,-73.76597,-12.62048,-74.13961,-12.25652,-75.85122,LC80060682015118LGN00,LC80060682015118LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80060682015118LGN00
LC80060682015102LGN00, 006, 068, 006, 068,NADIR,FULL,NOMINAL,LO8BPF20150412143717_20150412163623.01,LT8BPF20150412143323_20150412151221.01,L8CPF20150401_20150630.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/04/12,2015:102:15:03:53.2887920,2015:102:15:04:25.0587880,9,67.61,54.82572716,56.16489202,7.029,6.392,-1,2,Y,LPGS_2.4.0,11°34'03.00"S,74°47'13.60"W,10°31'09.55"S,75°26'54.71"W,10°52'45.98"S,73°44'50.50"W,12°37'13.48"S,74°07'15.67"W,12°15'22.90"S,75°49'58.40"W,-11.5675,-74.78711,-10.51932,-75.44853,-10.87944,-73.74736,-12.62041,-74.12102,-12.25636,-75.83289,LC80060682015102LGN00,LC80060682015102LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80060682015102LGN00
LC80060682015086LGN00, 006, 068, 006, 068,NADIR,FULL,NOMINAL,LO8BPF20150327143723_20150327152310.01,LT8BPF20150327143330_20150327152403.06,L8CPF20150302_20150331.03,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/03/27,2015:086:15:03:59.8716280,2015:086:15:04:31.6416250,9,62.52,56.9398192,66.53484081,7.062,6.057,-1,2,Y,LPGS_2.4.0,11°34'04.19"S,74°46'20.86"W,10°31'10.67"S,75°26'01.86"W,10°52'47.39"S,73°43'57.40"W,12°37'14.77"S,74°06'22.86"W,12°15'23.90"S,75°49'05.81"W,-11.56783,-74.77246,-10.51963,-75.43385,-10.87983,-73.73261,-12.62077,-74.10635,-12.25664,-75.81828,LC80060682015086LGN00,LC80060682015086LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80060682015086LGN00
LC80060682015070LGN00, 006, 068, 006, 068,NADIR,FULL,NOMINAL,LO8BPF20150311143731_20150311152454.01,LT8BPF20150311143338_20150311152547.06,L8CPF20150302_20150331.03,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1GT,OLI_TIRS,2015/03/11,2015:070:15:04:07.8974380,2015:070:15:04:39.6674340,9,80.42,58.15322794,78.27604819,0,0,-1,-1,Y,LPGS_2.5.1,11°34'04.37"S,74°46'06.60"W,10°31'10.74"S,75°25'47.68"W,10°52'47.75"S,73°43'43.07"W,12°37'15.02"S,74°06'08.75"W,12°15'23.87"S,75°48'51.88"W,-11.56788,-74.7685,-10.51965,-75.42991,-10.87993,-73.72863,-12.62084,-74.10243,-12.25663,-75.81441,LC80060682015070LGN00,LC80060682015070LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80060682015070LGN00
LC80060682015038LGN00, 006, 068, 006, 068,NADIR,FULL,NOMINAL,LO8BPF20150207144059_20150207152646.01,LT8BPF20150201000000_20150228235959.02,L8CPF20150101_20150302.03,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1GT,OLI_TIRS,2015/02/07,2015:038:15:04:24.5133850,2015:038:15:04:56.2833810,9,63.87,58.54252098,100.53883073,0,0,-1,-1,Y,LPGS_2.5.0,11°34'02.82"S,74°46'36.05"W,10°31'08.98"S,75°26'16.44"W,10°52'46.56"S,73°44'12.12"W,12°37'13.62"S,74°06'38.59"W,12°15'21.92"S,75°49'21.43"W,-11.56745,-74.77668,-10.51916,-75.4379,-10.8796,-73.7367,-12.62045,-74.11072,-12.25609,-75.82262,LC80060682015038LGN00,LC80060682015038LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80060682015038LGN00
LC80060682014355LGN00, 006, 068, 006, 068,NADIR,FULL,NOMINAL,LO8BPF20141221144535_20141221152723.02,LT8BPF20141219163122_20141222180000.02,L8CPF20141219_20141231.10,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/12/21,2014:355:15:04:37.9556800,2014:355:15:05:09.7256760,9,56.63,60.75646046,117.87877198,6.095,6.043,75,2,Y,LPGS_2.5.0,11°34'02.75"S,74°46'35.69"W,10°31'08.51"S,75°26'15.58"W,10°52'47.03"S,73°44'11.36"W,12°37'14.12"S,74°06'38.63"W,12°15'21.38"S,75°49'21.36"W,-11.56743,-74.77658,-10.51903,-75.43766,-10.87973,-73.73649,-12.62059,-74.11073,-12.25594,-75.8226,LC80060682014355LGN00,LC80060682014355LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80060682014355LGN00
LC80060682014339LGN00, 006, 068, 006, 068,NADIR,FULL,NOMINAL,LO8BPF20141205144537_20141205152726.01,LT8BPF20141205144144_20141205152819.01,L8CPF20141001_20141231.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/12/05,2014:339:15:04:40.1050420,2014:339:15:05:11.8750380,9,61.82,62.72893273,117.02583736,9.112,9.164,-1,2,Y,LPGS_2.4.0,11°34'03.25"S,74°46'31.12"W,10°31'08.94"S,75°26'10.72"W,10°52'47.64"S,73°44'06.83"W,12°37'14.66"S,74°06'34.60"W,12°15'21.78"S,75°49'16.97"W,-11.56757,-74.77531,-10.51915,-75.43631,-10.8799,-73.73523,-12.62074,-74.10961,-12.25605,-75.82138,LC80060682014339LGN00,LC80060682014339LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80060682014339LGN00
LC80060682014323LGN00, 006, 068, 006, 068,NADIR,FULL,NOMINAL,LO8BPF20141119144250_20141119152702.02,LT8BPF20141119143856_20141119152755.02,L8CPF20141001_20141231.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/11/19,2014:323:15:04:40.5514340,2014:323:15:05:12.3214300,9,43.92,64.74689499,111.62930521,6.326,5.275,-1,2,Y,LPGS_2.4.0,11°34'03.43"S,74°46'15.17"W,10°31'09.01"S,75°25'54.62"W,10°52'48.04"S,73°43'50.56"W,12°37'15.02"S,74°06'18.47"W,12°15'21.82"S,75°49'01.09"W,-11.56762,-74.77088,-10.51917,-75.43184,-10.88001,-73.73071,-12.62084,-74.10513,-12.25606,-75.81697,LC80060682014323LGN00,LC80060682014323LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80060682014323LGN00
LC80060682014307LGN00, 006, 068, 006, 068,NADIR,FULL,NOMINAL,LO8BPF20141103144117_20141103152728.01,LT8BPF20141103143724_20141103161617.01,L8CPF20141001_20141231.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/11/03,2014:307:15:04:42.7852050,2014:307:15:05:14.5552020,9,42.95,65.96478512,101.49823533,6.425,6.199,-1,2,Y,LPGS_2.4.0,11°34'03.04"S,74°46'38.89"W,10°31'08.62"S,75°26'18.46"W,10°52'47.93"S,73°44'13.96"W,12°37'14.74"S,74°06'41.98"W,12°15'21.24"S,75°49'25.03"W,-11.56751,-74.77747,-10.51906,-75.43846,-10.87998,-73.73721,-12.62076,-74.11166,-12.2559,-75.82362,LC80060682014307LGN00,LC80060682014307LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80060682014307LGN00
LC80060682014291LGN00, 006, 068, 006, 068,NADIR,FULL,NOMINAL,LO8BPF20141018144207_20141018170623.01,LT8BPF20141018143813_20141018170717.01,L8CPF20141001_20141231.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/10/18,2014:291:15:04:44.7242980,2014:291:15:05:16.4942940,9,34.13,65.54904202,88.26199953,6.838,6.501,-1,2,Y,LPGS_2.4.0,11°34'03.83"S,74°47'11.22"W,10°31'09.23"S,75°26'50.64"W,10°52'48.65"S,73°44'46.46"W,12°37'15.60"S,74°07'14.63"W,12°15'22.03"S,75°49'57.29"W,-11.56773,-74.78645,-10.51923,-75.4474,-10.88018,-73.74624,-12.621,-74.12073,-12.25612,-75.83258,LC80060682014291LGN00,LC80060682014291LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80060682014291LGN00
LC80060682014275LGN00, 006, 068, 006, 068,NADIR,FULL,NOMINAL,LO8BPF20141002143828_20141002152550.01,LT8BPF20141002143434_20141002152644.01,L8CPF20141001_20141231.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/10/02,2014:275:15:04:40.7758610,2014:275:15:05:12.5458570,9,79.08,63.22284438,75.13174923,5.269,5.154,-1,2,Y,LPGS_2.4.0,11°34'04.26"S,74°46'27.52"W,10°31'09.52"S,75°26'07.19"W,10°52'49.15"S,73°44'02.65"W,12°37'15.92"S,74°06'31.07"W,12°15'22.07"S,75°49'14.09"W,-11.56785,-74.77431,-10.51931,-75.43533,-10.88032,-73.73407,-12.62109,-74.10863,-12.25613,-75.82058,LC80060682014275LGN00,LC80060682014275LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80060682014275LGN00
LC80060682014259LGN00, 006, 068, 006, 068,NADIR,FULL,NOMINAL,LO8BPF20140916143826_20140916152348.01,LT8BPF20140916143432_20140916152441.01,L8CPF20140701_20140930.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/09/16,2014:259:15:04:38.5809920,2014:259:15:05:10.3509880,9,49.15,59.49650622,64.32838437,6.801,5.852,-1,2,Y,LPGS_2.4.0,11°34'03.47"S,74°46'25.14"W,10°31'08.72"S,75°26'04.24"W,10°52'48.36"S,73°44'00.56"W,12°37'15.49"S,74°06'29.23"W,12°15'21.64"S,75°49'11.39"W,-11.56763,-74.77365,-10.51909,-75.43451,-10.8801,-73.73349,-12.62097,-74.10812,-12.25601,-75.81983,LC80060682014259LGN00,LC80060682014259LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80060682014259LGN00
LC80060682014243LGN00, 006, 068, 006, 068,NADIR,FULL,NOMINAL,LO8BPF20140831143425_20140831151211.01,LT8BPF20140831143031_20140831151304.01,L8CPF20140701_20140930.01,L8RLUT20130211_20431231v09.h5,0,LGN,DAY,L1T,OLI_TIRS,2014/08/31,2014:243:15:04:36.1758050,2014:243:15:05:07.9458010,9,48.15,55.19481883,56.13639445,7.233,5.924,-1,1,Y,LPGS_2.3.0,11°34'03.22"S,74°46'32.66"W,10°31'08.29"S,75°26'11.72"W,10°52'48.11"S,73°44'08.02"W,12°37'14.92"S,74°06'36.86"W,12°15'20.92"S,75°49'19.06"W,-11.56756,-74.77574,-10.51897,-75.43659,-10.88003,-73.73556,-12.62081,-74.11024,-12.25581,-75.82196,LC80060682014243LGN00,LC80060682014243LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80060682014243LGN00
LC80060682014227LGN00, 006, 068, 006, 068,NADIR,FULL,NOMINAL,LO8BPF20140815143224_20140815151209.01,LT8BPF20140815142830_20140815151302.01,L8CPF20140701_20140930.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/08/15,2014:227:15:04:34.3339290,2014:227:15:05:06.1039250,9,51.84,51.09554286,49.95410709,6.378,6.129,-1,1,Y,LPGS_2.3.0,11°34'02.89"S,74°47'04.52"W,10°31'07.86"S,75°26'43.58"W,10°52'47.89"S,73°44'39.77"W,12°37'14.95"S,74°07'08.69"W,12°15'20.70"S,75°49'50.99"W,-11.56747,-74.78459,-10.51885,-75.44544,-10.87997,-73.74438,-12.62082,-74.11908,-12.25575,-75.83083,LC80060682014227LGN00,LC80060682014227LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80060682014227LGN00
LC80060682014211LGN00, 006, 068, 006, 068,NADIR,FULL,NOMINAL,LO8BPF20140730143041_20140730151202.01,LT8BPF20140730142647_20140730151255.02,L8CPF20140701_20140930.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/07/30,2014:211:15:04:27.5700500,2014:211:15:04:59.3400460,9,29.15,47.77495594,45.26080988,6.793,5.574,-1,1,Y,LPGS_2.3.0,11°34'04.01"S,74°46'34.86"W,10°31'09.05"S,75°26'14.24"W,10°52'49.51"S,73°44'09.53"W,12°37'15.96"S,74°06'38.66"W,12°15'21.35"S,75°49'21.86"W,-11.56778,-74.77635,-10.51918,-75.43729,-10.88042,-73.73598,-12.6211,-74.11074,-12.25593,-75.82274,LC80060682014211LGN00,LC80060682014211LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80060682014211LGN00
LC80060682014195LGN00, 006, 068, 006, 068,NADIR,FULL,NOMINAL,LO8BPF20140714143036_20140714151157.01,LT8BPF20140714142642_20140714151250.01,L8CPF20140701_20140930.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/07/14,2014:195:15:04:22.6289250,2014:195:15:04:54.3989210,9,7.61,45.6275451,41.79706625,6.754,4.751,-1,1,Y,LPGS_2.3.0,11°34'03.32"S,74°46'44.04"W,10°31'08.22"S,75°26'23.03"W,10°52'48.79"S,73°44'18.64"W,12°37'15.35"S,74°06'47.95"W,12°15'20.63"S,75°49'30.90"W,-11.56759,-74.7789,-10.51895,-75.43973,-10.88022,-73.73851,-12.62093,-74.11332,-12.25573,-75.82525,LC80060682014195LGN00,LC80060682014195LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80060682014195LGN00
LC80060682014179LGN00, 006, 068, 006, 068,NADIR,FULL,NOMINAL,LO8BPF20140628143738_20140628151149.01,LT8BPF20140628143344_20140628151242.01,L8CPF20140401_20140630.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/06/28,2014:179:15:04:14.4354460,2014:179:15:04:46.2054420,9,63.48,44.84387748,39.59974316,6.608,5.706,-1,1,Y,LPGS_2.3.0,11°34'04.04"S,74°46'12.97"W,10°31'08.90"S,75°25'52.18"W,10°52'49.69"S,73°43'47.32"W,12°37'16.21"S,74°06'16.74"W,12°15'21.20"S,75°49'00.12"W,-11.56779,-74.77027,-10.51914,-75.43116,-10.88047,-73.72981,-12.62117,-74.10465,-12.25589,-75.8167,LC80060682014179LGN00,LC80060682014179LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80060682014179LGN00
LC80060682014163LGN00, 006, 068, 006, 068,NADIR,FULL,NOMINAL,LO8BPF20140612143736_20140612151147.01,LT8BPF20140612143342_20140612151240.01,L8CPF20140401_20140630.01,L8RLUT20130211_20431231v09.h5,0,LGN,DAY,L1T,OLI_TIRS,2014/06/12,2014:163:15:04:12.3602780,2014:163:15:04:44.1302740,9,34.59,45.42423317,38.88960175,6.638,5.513,-1,1,Y,LPGS_2.3.0,11°34'04.08"S,74°47'21.77"W,10°31'08.83"S,75°27'00.47"W,10°52'49.55"S,73°44'56.69"W,12°37'16.36"S,74°07'26.33"W,12°15'21.46"S,75°50'08.63"W,-11.5678,-74.78938,-10.51912,-75.45013,-10.88043,-73.74908,-12.62121,-74.12398,-12.25596,-75.83573,LC80060682014163LGN00,LC80060682014163LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80060682014163LGN00
