Landsat Scene Identifier,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Nadir Off Nadir,Full or Partial Scene,Data Category,Bias Parameter File Name OLI,Bias Parameter File Name TIRS,Calibration Parameter File,RLUT File Name,Roll Angle,Station Identifier,Day/Night,Data Type Level 1,Sensor Identifier,Date Acquired,Start Time,Stop Time,Image Quality,Scene Cloud Cover,Sun Elevation,Sun Azimuth,Geometric RMSE Model X,Geometric RMSE Model Y,Ground Control Points Model,Ground Control Points Version,Browse Exists,Processing Software Version,Center Latitude,Center Longitude,NW Corner Lat,NW Corner Long,NE Corner Lat,NE Corner Long,SE Corner Lat,SE Corner Long,SW Corner Lat,SW Corner Long,Center Latitude dec,Center Longitude dec,NW Corner Lat dec,NW Corner Long dec,NE Corner Lat dec,NE Corner Long dec,SE Corner Lat dec,SE Corner Long dec,SW Corner Lat dec,SW Corner Long dec,Display ID,Ordering ID,Download Link
LC80050682015143LGN00, 005, 068, 005, 068,NADIR,FULL,NOMINAL,LO8BPF20150523143023_20150523150434.01,LT8BPF20150523142629_20150523150527.01,L8CPF20150401_20150630.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/05/23,2015:143:14:57:23.2058700,2015:143:14:57:54.9758660,9,50.24,47.65496419,40.74924794,6.703,5.598,24,2,Y,LPGS_2.5.1,11°34'02.57"S,73°14'33.50"W,10°31'06.60"S,73°54'19.37"W,10°52'51.06"S,72°12'00.47"W,12°37'15.78"S,72°34'30.29"W,12°15'17.10"S,74°17'27.78"W,-11.56738,-73.24264,-10.5185,-73.90538,-10.88085,-72.20013,-12.62105,-72.57508,-12.25475,-74.29105,LC80050682015143LGN00,LC80050682015143LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80050682015143LGN00
LC80050682015127LGN00, 005, 068, 005, 068,NADIR,FULL,NOMINAL,LO8BPF20150507143049_20150507150436.01,LT8BPF20150507142656_20150507150530.01,L8CPF20150401_20150630.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/05/07,2015:127:14:57:25.7829350,2015:127:14:57:57.5529310,9,68.42,50.36801589,44.7136485,9.377,10.658,11,2,Y,LPGS_2.5.0,11°34'04.19"S,73°14'41.32"W,10°31'10.02"S,73°54'29.09"W,10°52'48.97"S,72°12'11.59"W,12°37'15.49"S,72°34'36.16"W,12°15'22.36"S,74°17'32.28"W,-11.56783,-73.24481,-10.51945,-73.90808,-10.88027,-72.20322,-12.62097,-72.57671,-12.25621,-74.2923,LC80050682015127LGN00,LC80050682015127LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80050682015127LGN00
LC80050682015111LGN00, 005, 068, 005, 068,NADIR,FULL,NOMINAL,LO8BPF20150421143041_20150421150452.01,LT8BPF20150421142647_20150421150545.01,L8CPF20150401_20150630.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1GT,OLI_TIRS,2015/04/21,2015:111:14:57:41.2676060,2015:111:14:58:13.0376020,9,51.01,53.32398573,51.32621114,0,0,-1,-1,Y,LPGS_2.4.0,11°34'03.54"S,73°15'44.14"W,10°31'09.37"S,73°55'32.27"W,10°52'48.54"S,72°13'14.23"W,12°37'14.77"S,72°35'38.90"W,12°15'21.42"S,74°18'35.53"W,-11.56765,-73.26226,-10.51927,-73.92563,-10.88015,-72.22062,-12.62077,-72.59414,-12.25595,-74.30987,LC80050682015111LGN00,LC80050682015111LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80050682015111LGN00
LC80050682015095LGN00, 005, 068, 005, 068,NADIR,FULL,NOMINAL,LO8BPF20150405143106_20150405151540.02,LT8BPF20150405142712_20150405151633.02,L8CPF20150401_20150630.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1GT,OLI_TIRS,2015/04/05,2015:095:14:57:42.2535290,2015:095:14:58:14.0235260,9,72.89,55.85287469,60.45976284,0,0,-1,-1,Y,LPGS_2.4.0,11°34'03.90"S,73°13'20.96"W,10°31'09.59"S,73°53'09.31"W,10°52'49.26"S,72°10'50.38"W,12°37'15.17"S,72°33'15.41"W,12°15'21.28"S,74°16'12.90"W,-11.56775,-73.22249,-10.51933,-73.88592,-10.88035,-72.18066,-12.62088,-72.55428,-12.25591,-74.27025,LC80050682015095LGN00,LC80050682015095LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80050682015095LGN00
LC80050682015047LGN00, 005, 068, 005, 068,NADIR,FULL,NOMINAL,LO8BPF20150216143355_20150216151918.02,LT8BPF20150201000000_20150228235959.02,L8CPF20150101_20150302.03,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/02/16,2015:047:14:58:08.2275710,2015:047:14:58:39.9975670,9,67.12,58.5628076,94.83347758,9.718,10.106,49,2,Y,LPGS_2.5.0,11°34'03.65"S,73°13'26.11"W,10°31'09.16"S,73°53'14.24"W,10°52'49.91"S,72°10'54.73"W,12°37'15.38"S,72°33'20.56"W,12°15'20.41"S,74°16'18.66"W,-11.56768,-73.22392,-10.51921,-73.88729,-10.88053,-72.18187,-12.62094,-72.55571,-12.25567,-74.27185,LC80050682015047LGN00,LC80050682015047LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80050682015047LGN00
LC80050682015015LGN00, 005, 068, 005, 068,NADIR,FULL,NOMINAL,LO8BPF20150115143655_20150115152107.01,LT8BPF20150106000000_20150131235959.03,L8CPF20150101_20150302.03,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/01/15,2015:015:14:58:21.1720580,2015:015:14:58:52.9420550,9,57.07,58.88307804,111.97361321,12.619,14.997,41,2,Y,LPGS_2.5.0,11°34'03.11"S,73°13'51.42"W,10°31'08.22"S,73°53'39.23"W,10°52'49.48"S,72°11'20.18"W,12°37'15.02"S,72°33'46.58"W,12°15'19.58"S,74°16'44.22"W,-11.56753,-73.23095,-10.51895,-73.89423,-10.88041,-72.18894,-12.62084,-72.56294,-12.25544,-74.27895,LC80050682015015LGN00,LC80050682015015LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80050682015015LGN00
LC80050682014348LGN00, 005, 068, 005, 068,NADIR,FULL,NOMINAL,LO8BPF20141214143947_20141214152111.01,LT8BPF20141214143552_20141214152205.01,L8CPF20141001_20141231.02,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1GT,OLI_TIRS,2014/12/14,2014:348:14:58:25.5997040,2014:348:14:58:57.3697000,9,39.79,61.57408121,118.01639946,0,0,-1,-1,Y,LPGS_2.4.0,11°34'03.68"S,73°13'13.84"W,10°31'08.62"S,73°53'01.25"W,10°52'50.30"S,72°10'42.31"W,12°37'15.78"S,72°33'09.25"W,12°15'19.87"S,74°16'06.74"W,-11.56769,-73.22051,-10.51906,-73.88368,-10.88064,-72.17842,-12.62105,-72.55257,-12.25552,-74.26854,LC80050682014348LGN00,LC80050682014348LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80050682014348LGN00
LC80050682014332LGN00, 005, 068, 005, 068,NADIR,FULL,NOMINAL,LO8BPF20141128143705_20141128152117.01,LT8BPF20141128143311_20141128152210.01,L8CPF20141001_20141231.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1GT,OLI_TIRS,2014/11/28,2014:332:14:58:31.4466200,2014:332:14:59:03.2166160,9,8.23,63.64858047,115.26012772,0,0,-1,-1,Y,LPGS_2.4.0,11°34'02.86"S,73°14'10.57"W,10°31'07.79"S,73°53'57.84"W,10°52'49.66"S,72°11'38.90"W,12°37'14.92"S,72°34'06.20"W,12°15'18.86"S,74°17'03.66"W,-11.56746,-73.23627,-10.51883,-73.8994,-10.88046,-72.19414,-12.62081,-72.56839,-12.25524,-74.28435,LC80050682014332LGN00,LC80050682014332LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80050682014332LGN00
LC80050682014316LGN00, 005, 068, 005, 068,NADIR,FULL,NOMINAL,LO8BPF20141112143556_20141112170012.01,LT8BPF20141112143202_20141112170106.01,L8CPF20141001_20141231.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/11/12,2014:316:14:58:33.4688690,2014:316:14:59:05.2388650,9,62.91,65.43549396,107.73443156,8.362,10.324,-1,2,Y,LPGS_2.4.0,11°34'03.25"S,73°14'22.60"W,10°31'08.00"S,73°54'09.68"W,10°52'50.09"S,72°11'50.93"W,12°37'15.60"S,72°34'18.26"W,12°15'19.30"S,74°17'15.58"W,-11.56757,-73.23961,-10.51889,-73.90269,-10.88058,-72.19748,-12.621,-72.57174,-12.25536,-74.28766,LC80050682014316LGN00,LC80050682014316LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80050682014316LGN00
LC80050682014300LGN00, 005, 068, 005, 068,NADIR,FULL,NOMINAL,LO8BPF20141027143441_20141027152116.01,LT8BPF20141027143047_20141027152209.01,L8CPF20141001_20141208.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/10/27,2014:300:14:58:30.8274990,2014:300:14:59:02.5974950,9,59.78,66.01904759,95.90983129,7.101,6.651,36,2,Y,LPGS_2.5.1,11°34'03.00"S,73°13'36.41"W,10°31'07.72"S,73°53'22.92"W,10°52'49.80"S,72°11'05.06"W,12°37'15.35"S,72°33'32.83"W,12°15'19.08"S,74°16'29.24"W,-11.5675,-73.22678,-10.51881,-73.8897,-10.8805,-72.18474,-12.62093,-72.55912,-12.2553,-74.27479,LC80050682014300LGN00,LC80050682014300LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80050682014300LGN00
LC80050682014284LGN00, 005, 068, 005, 068,NADIR,FULL,NOMINAL,LO8BPF20141011143443_20141011152054.01,LT8BPF20141011143049_20141011152147.01,L8CPF20141001_20141208.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/10/11,2014:284:14:58:32.3136780,2014:284:14:59:04.0836740,9,66.01,64.75168455,82.31812734,8.863,9.544,28,2,Y,LPGS_2.5.1,11°34'04.04"S,73°14'07.55"W,10°31'08.58"S,73°53'54.60"W,10°52'51.17"S,72°11'35.66"W,12°37'16.46"S,72°34'03.50"W,12°15'19.66"S,74°17'01.03"W,-11.56779,-73.23543,-10.51905,-73.8985,-10.88088,-72.19324,-12.62124,-72.56764,-12.25546,-74.28362,LC80050682014284LGN00,LC80050682014284LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80050682014284LGN00
LC80050682014268LGN00, 005, 068, 005, 068,NADIR,FULL,NOMINAL,LO8BPF20140925143547_20140925151846.01,LT8BPF20140925143153_20140925151939.01,L8CPF20140701_20140930.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/09/25,2014:268:14:58:24.6544980,2014:268:14:58:56.4244950,9,30.21,61.71760262,70.06361257,6.576,6.473,-1,2,Y,LPGS_2.4.0,11°34'03.07"S,73°12'34.74"W,10°31'07.46"S,73°52'21.72"W,10°52'50.41"S,72°10'02.57"W,12°37'15.60"S,72°32'30.70"W,12°15'18.43"S,74°15'28.48"W,-11.56752,-73.20965,-10.51874,-73.8727,-10.88067,-72.16738,-12.621,-72.54186,-12.25512,-74.25791,LC80050682014268LGN00,LC80050682014268LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80050682014268LGN00
LC80050682014252LGN00, 005, 068, 005, 068,NADIR,FULL,NOMINAL,LO8BPF20140909143150_20140909151650.02,LT8BPF20140909142756_20140909165636.01,L8CPF20140701_20140930.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/09/09,2014:252:14:58:28.2510680,2014:252:14:59:00.0210640,9,10.81,57.63408874,60.45077663,6.725,6.034,-1,2,Y,LPGS_2.4.0,11°34'03.86"S,73°14'07.44"W,10°31'08.26"S,73°53'53.66"W,10°52'51.13"S,72°11'35.56"W,12°37'16.61"S,72°34'03.97"W,12°15'19.48"S,74°17'00.64"W,-11.56774,-73.2354,-10.51896,-73.89824,-10.88087,-72.19321,-12.62128,-72.56777,-12.25541,-74.28351,LC80050682014252LGN00,LC80050682014252LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80050682014252LGN00
LC80050682014236LGN00, 005, 068, 005, 068,NADIR,FULL,NOMINAL,LO8BPF20140824142813_20140824150535.01,LT8BPF20140824124415_20140824150628.01,L8CPF20140701_20140930.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/08/24,2014:236:14:58:24.3799300,2014:236:14:58:56.1499260,9,1.71,53.33679024,53.21893811,6.293,5.46,-1,1,Y,LPGS_2.3.0,11°34'03.65"S,73°14'01.97"W,10°31'07.82"S,73°53'47.87"W,10°52'50.88"S,72°11'30.16"W,12°37'16.43"S,72°33'58.86"W,12°15'19.12"S,74°16'55.16"W,-11.56768,-73.23388,-10.51884,-73.89663,-10.8808,-72.19171,-12.62123,-72.56635,-12.25531,-74.28199,LC80050682014236LGN00,LC80050682014236LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80050682014236LGN00
LC80050682014220LGN00, 005, 068, 005, 068,NADIR,FULL,NOMINAL,LO8BPF20140808142523_20140808150532.01,LT8BPF20140808142129_20140808150625.01,L8CPF20140701_20140930.01,L8RLUT20130211_20431231v09.h5,0,LGN,DAY,L1GT,OLI_TIRS,2014/08/08,2014:220:14:58:21.6191640,2014:220:14:58:53.3891600,9,59.72,49.51686464,47.7411934,0,0,-1,-1,Y,LPGS_2.3.0,11°34'03.36"S,73°14'26.99"W,10°31'07.57"S,73°54'13.21"W,10°52'51.02"S,72°11'54.74"W,12°37'16.18"S,72°34'23.63"W,12°15'18.50"S,74°17'20.65"W,-11.5676,-73.24083,-10.51877,-73.90367,-10.88084,-72.19854,-12.62116,-72.57323,-12.25514,-74.28907,LC80050682014220LGN00,LC80050682014220LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80050682014220LGN00
LC80050682014204LGN00, 005, 068, 005, 068,NADIR,FULL,NOMINAL,LO8BPF20140723142402_20140723150523.01,LT8BPF20140723142008_20140723150616.01,L8CPF20140701_20140930.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/07/23,2014:204:14:58:12.1950500,2014:204:14:58:43.9650470,9,43.97,46.67539542,43.59547972,7.511,5.713,-1,1,Y,LPGS_2.3.0,11°34'03.22"S,73°13'21.86"W,10°31'07.32"S,73°53'08.05"W,10°52'50.92"S,72°10'49.48"W,12°37'16.18"S,72°33'18.54"W,12°15'18.32"S,74°16'15.64"W,-11.56756,-73.22274,-10.5187,-73.88557,-10.88081,-72.18041,-12.62116,-72.55515,-12.25509,-74.27101,LC80050682014204LGN00,LC80050682014204LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80050682014204LGN00
LC80050682014188LGN00, 005, 068, 005, 068,NADIR,FULL,NOMINAL,LO8BPF20140707142336_20140707150520.01,LT8BPF20140707141942_20140707150613.01,L8CPF20140701_20140930.01,L8RLUT20130211_20431231v09.h5,0,LGN,DAY,L1GT,OLI_TIRS,2014/07/07,2014:188:14:58:09.7668060,2014:188:14:58:41.5368020,9,72.12,45.11081638,40.67249808,0,0,-1,-1,Y,LPGS_2.3.0,11°34'03.18"S,73°14'11.69"W,10°31'07.39"S,73°53'58.13"W,10°52'51.17"S,72°11'39.12"W,12°37'16.18"S,72°34'08.18"W,12°15'18.14"S,74°17'05.78"W,-11.56755,-73.23658,-10.51872,-73.89948,-10.88088,-72.1942,-12.62116,-72.56894,-12.25504,-74.28494,LC80050682014188LGN00,LC80050682014188LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80050682014188LGN00
LC80050682014172LGN00, 005, 068, 005, 068,NADIR,FULL,NOMINAL,LO8BPF20140621143126_20140621150513.01,LT8BPF20140621142732_20140621150606.01,L8CPF20140401_20140630.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/06/21,2014:172:14:58:02.5145000,2014:172:14:58:34.2844950,9,26.78,44.93890386,39.08481193,7.121,6.03,-1,1,Y,LPGS_2.3.0,11°34'03.07"S,73°13'56.35"W,10°31'07.18"S,73°53'42.32"W,10°52'50.84"S,72°11'24.11"W,12°37'16.00"S,72°33'53.24"W,12°15'18.11"S,74°16'50.05"W,-11.56752,-73.23232,-10.51866,-73.89509,-10.88079,-72.19003,-12.62111,-72.56479,-12.25503,-74.28057,LC80050682014172LGN00,LC80050682014172LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80050682014172LGN00
LC80050682014156LGN00, 005, 068, 005, 068,NADIR,FULL,NOMINAL,LO8BPF20140605143122_20140605150509.01,LT8BPF20140605142728_20140605150602.01,L8CPF20140401_20140630.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/06/05,2014:156:14:57:58.5628460,2014:156:14:58:30.3328420,9,42.78,46.06376604,39.13541148,6.946,5.04,-1,1,Y,LPGS_2.3.0,11°34'03.72"S,73°14'37.57"W,10°31'07.75"S,73°54'23.44"W,10°52'51.42"S,72°12'05.26"W,12°37'16.75"S,72°34'34.50"W,12°15'18.86"S,74°17'31.24"W,-11.5677,-73.24377,-10.51882,-73.90651,-10.88095,-72.20146,-12.62132,-72.57625,-12.25524,-74.29201,LC80050682014156LGN00,LC80050682014156LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80050682014156LGN00
