Landsat Scene Identifier,Sensor Mode,Station Identifier,Day/Night,WRS Path,WRS Row,Date Acquired,Start Time,Stop Time,Image Quality VCID 1,Image Quality VCID 2,Cloud Cover,Cloud Cover Quad Upper Left,Cloud Cover Quad Upper Right,Cloud Cover Quad Lower Left,Cloud Cover Quad Lower Right,Sun Elevation,Sun Azimuth,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Full Aperture Calibration,Gain Band 1,Gain Band 2,Gain Band 3,Gain Band 4,Gain Band 5,Gain Band 6 VCID 1,Gain Band 6 VCID 2,Gain Band 7,Gain Band 8,Browse Exists,Data Category,Gap Phase Source,Gap Phase Statistic,Gain Change Band 1,Gain Change Band 2,Gain Change Band 3,Gain Change Band 4,Gain Change Band 5,Gain Change Band 6 VCID 1,Gain Change Band 6 VCID 2,Gain Change Band 7,Gain Change Band 8,Data Type Level 1,Elevation Source,Output Format,Ephemeris Type,Corner UL Latitude Product,Corner UL Longitude Product,Corner UR Latitude Product,Corner UR Longitude Product,Corner LL Latitude Product,Corner LL Longitude Product,Corner LR Latitude Product,Corner LR Longitude Product,Panchromatic Lines,Panchromatic Samples,Reflective Lines,Reflective Samples,Thermal Lines,Thermal Samples,Date Acquired Gap Fill,Gap Fill,Ground Control Points Model,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Map Projection L1,Datum,Ellipsoid,UTM Zone,Vertical Longitude from Pole,True Scale Latitude,False Easting,False Northing,Grid Cell Size Panchromatic,Grid Cell Size Reflective,Grid Cell Size Thermal,Orientation,Resampling Option,Scan Gap Interpolation,Scene Center Latitude dec,Scene Center Longitude dec,Corner Upper Left Lat dec,Corner Upper Left Long dec,Corner Upper Right Lat dec,Corner Upper Right Long dec,Corner Lower Left Lat dec,Corner Lower Left Long dec,Corner Lower Right Lat dec,Corner Lower Right Long dec,Display ID,Ordering ID,Download Link
LE70050682011220EDC00,BUMPER,EDC,DAY,5,68,8/8/2011,2011:220:14:51:47.0676875,2011:220:14:52:13.8218749,9,9,5.82,3.49,0.02,14.93,4.82,48.21431351,49.11188507,"11°34'18.16""S","73°13'35.98""W","10°38'18.82""S","73°55'01.02""W","10°53'21.91""S","72°11'03.66""W","12°15'11.38""S","74°16'29.35""W","12°30'20.27""S","72°31'53.00""W",N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,0.089768,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,"-10.61873   (10°37'07.43""S)"," -74.33811  (74°20'17.20""W)","-10.60634   (10°36'22.82""S)"," -72.13148  (72°07'53.33""W)","-12.52048   (12°31'13.73""S)"," -74.33363   (74°20'01.07""W)","-12.50581   (12°30'20.92""S)"," -72.11207   (72°06'43.45""W)",14021,16101,7011,8051,7011,8051,,,148,5.683,2.623,5.042,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.57171,-73.22666,-10.63856,-73.91695,-10.88942,-72.18435,-12.25316,-74.27482,-12.50563,-72.53139,LE70050682011220EDC00,LE70050682011220EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70050682011220EDC00
LE70050682011204COA00,BUMPER,COA,DAY,5,68,7/23/2011,2011:204:14:51:52.0107500,2011:204:14:52:18.7649999,9,9,66.57,90.99,46.77,44.12,84.4,45.4867363,44.95272827,"11°34'17.69""S","73°14'04.96""W","10°38'19.28""S","73°55'29.06""W","10°53'22.09""S","72°11'34.87""W","12°15'12.35""S","74°16'55.92""W","12°30'20.81""S","72°32'22.67""W",N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,9.810035,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,"-10.62147   (10°37'17.29""S)"," -74.35182  (74°21'06.55""W)","-10.60920   (10°36'33.12""S)"," -72.14789  (72°08'52.40""W)","-12.51509   (12°30'54.32""S)"," -74.34745   (74°20'50.82""W)","-12.50057   (12°30'02.05""S)"," -72.12868   (72°07'43.25""W)",13961,16081,6981,8041,6981,8041,,,18,3.438,1.963,2.823,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.57158,-73.23471,-10.63869,-73.92474,-10.88947,-72.19302,-12.25343,-74.2822,-12.50578,-72.53963,LE70050682011204COA00,LE70050682011204COA00,http://earthexplorer.usgs.gov/download/options/5441/LE70050682011204COA00
LE70050682011188COA00,BUMPER,COA,DAY,5,68,7/7/2011,2011:188:14:51:53.5698125,2011:188:14:52:20.3239375,9,9,51.17,62.63,23.75,52.96,65.34,44.01858521,42.0296669,"11°34'17.83""S","73°13'55.02""W","10°38'15.79""S","73°55'14.30""W","10°53'18.02""S","72°11'23.53""W","12°15'06.41""S","74°16'43.39""W","12°30'14.44""S","72°32'13.63""W",N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,0.021083,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,"-10.61874   (10°37'07.46""S)"," -74.34085  (74°20'27.06""W)","-10.60636   (10°36'22.90""S)"," -72.13422  (72°08'03.19""W)","-12.51778   (12°31'04.01""S)"," -74.33640   (74°20'11.04""W)","-12.50313   (12°30'11.27""S)"," -72.11486   (72°06'53.50""W)",14001,16101,7001,8051,7001,8051,,,21,5.994,2.364,5.508,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.57162,-73.23195,-10.63772,-73.92064,-10.88834,-72.18987,-12.25178,-74.27872,-12.50401,-72.53712,LE70050682011188COA00,LE70050682011188COA00,http://earthexplorer.usgs.gov/download/options/5441/LE70050682011188COA00
LE70050682011172COA00,BUMPER,COA,DAY,5,68,6/21/2011,2011:172:14:51:55.5986249,2011:172:14:52:22.3527499,9,9,24.43,8.85,10,60.95,17.92,43.91186905,40.47398758,"11°34'18.37""S","73°13'59.05""W","10°38'07.94""S","73°55'17.40""W","10°53'10.43""S","72°11'27.78""W","12°15'00.25""S","74°16'46.31""W","12°30'07.99""S","72°32'17.70""W",N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,-9.929945,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,"-10.61875   (10°37'07.50""S)"," -74.34908  (74°20'56.69""W)","-10.60646   (10°36'23.26""S)"," -72.14517  (72°08'42.61""W)","-12.51237   (12°30'44.53""S)"," -74.34469   (74°20'40.88""W)","-12.49783   (12°29'52.19""S)"," -72.12595   (72°07'33.42""W)",13961,16081,6981,8041,6981,8041,,,87,5.842,2.88,5.083,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.57177,-73.23307,-10.63554,-73.9215,-10.88623,-72.19105,-12.25007,-74.27953,-12.50222,-72.53825,LE70050682011172COA00,LE70050682011172COA00,http://earthexplorer.usgs.gov/download/options/5441/LE70050682011172COA00
LE70050682011140EDC00,BUMPER,EDC,DAY,5,68,5/20/2011,2011:140:14:51:56.2348749,2011:140:14:52:22.9888750,9,9,73.28,63.29,78.31,91.16,60.36,47.22044754,42.67950439,"11°34'16.43""S","73°13'35.76""W","10°38'05.35""S","73°54'57.89""W","10°53'08.56""S","72°11'02.76""W","12°14'57.48""S","74°16'25.32""W","12°30'06.41""S","72°31'51.46""W",N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,13.023937,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,"-10.61601   (10°36'57.64""S)"," -74.33538  (74°20'07.37""W)","-10.60360   (10°36'12.96""S)"," -72.12876  (72°07'43.54""W)","-12.51505   (12°30'54.18""S)"," -74.33088   (74°19'51.17""W)","-12.50036   (12°30'01.30""S)"," -72.10938   (72°06'33.77""W)",14001,16101,7001,8051,7001,8051,,,19,6.995,6.274,3.094,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.57123,-73.2266,-10.63482,-73.91608,-10.88571,-72.1841,-12.2493,-74.2737,-12.50178,-72.53096,LE70050682011140EDC00,LE70050682011140EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70050682011140EDC00
LE70050682011124ASN00,BUMPER,ASN,DAY,5,68,5/4/2011,2011:124:14:51:58.9428750,2011:124:14:52:25.6970624,9,9,7.94,1.23,0.88,22.29,7.34,49.9268837,47.14979553,"11°34'17.65""S","73°14'10.46""W","10°38'14.06""S","73°55'33.92""W","10°53'18.02""S","72°11'36.64""W","12°15'04.61""S","74°17'03.70""W","12°30'13.72""S","72°32'27.46""W",N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,-0.328512,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,"-10.61875   (10°37'07.50""S)"," -74.34634  (74°20'46.82""W)","-10.60641   (10°36'23.08""S)"," -72.13969  (72°08'22.88""W)","-12.51779   (12°31'04.04""S)"," -74.34192   (74°20'30.91""W)","-12.50319   (12°30'11.48""S)"," -72.12038   (72°07'13.37""W)",14001,16101,7001,8051,7001,8051,,,142,6.365,2.712,5.758,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.57157,-73.23624,-10.63724,-73.92609,-10.88834,-72.19351,-12.25128,-74.28436,-12.50381,-72.54096,LE70050682011124ASN00,LE70050682011124ASN00,http://earthexplorer.usgs.gov/download/options/5441/LE70050682011124ASN00
LE70050682011044EDC00,BUMPER,EDC,DAY,5,68,2/13/2011,2011:044:14:51:48.1142499,2011:044:14:52:14.8682500,9,9,65.32,76.96,46.28,75.85,62.18,57.01568985,96.73434448,"11°34'15.92""S","73°13'47.17""W","10°38'16.84""S","73°55'09.98""W","10°53'20.98""S","72°11'19.50""W","12°15'10.40""S","74°16'38.75""W","12°30'20.48""S","72°32'09.46""W",N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,14.620781,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,"-10.62147   (10°37'17.29""S)"," -74.34908  (74°20'56.69""W)","-10.60915   (10°36'32.94""S)"," -72.14241  (72°08'32.68""W)","-12.51508   (12°30'54.29""S)"," -74.34469   (74°20'40.88""W)","-12.50051   (12°30'01.84""S)"," -72.12316   (72°07'23.38""W)",13961,16101,6981,8051,6981,8051,,,23,6.552,4.571,4.694,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.57109,-73.22977,-10.63801,-73.91944,-10.88916,-72.18875,-12.25289,-74.27743,-12.50569,-72.53596,LE70050682011044EDC00,LE70050682011044EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70050682011044EDC00
LE70050682010265EDC00,BUMPER,EDC,DAY,5,68,9/22/2010,2010:265:14:50:39.1636874,2010:265:14:51:05.9178750,9,9,10.67,3.96,0.02,34.88,3.84,59.14332581,69.52693939,"11°34'18.01""S","73°16'04.91""W","10°38'09.85""S","73°57'27.72""W","10°53'12.77""S","72°13'33.38""W","12°15'02.66""S","74°18'55.01""W","12°30'11.45""S","72°34'21.90""W",N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-13.800257,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,"-10.61610   (10°36'57.96""S)"," -74.37651  (74°22'35.44""W)","-10.60400   (10°36'14.40""S)"," -72.17259  (72°10'21.32""W)","-12.51786   (12°31'04.30""S)"," -74.37229   (74°22'20.24""W)","-12.50354   (12°30'12.74""S)"," -72.15347   (72°09'12.49""W)",14021,16081,7011,8041,7011,8041,,,115,5.458,3.079,4.507,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.57167,-73.26803,-10.63607,-73.9577,-10.88688,-72.22594,-12.25074,-74.31528,-12.50318,-72.57275,LE70050682010265EDC00,LE70050682010265EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70050682010265EDC00
LE70050682010233EDC00,BUMPER,EDC,DAY,5,68,8/21/2010,2010:233:14:50:36.8964999,2010:233:14:51:03.6506249,9,9,6.24,15.39,0,8.95,0.63,50.98540497,53.8160553,"11°34'17.47""S","73°14'36.82""W","10°38'17.81""S","73°56'00.82""W","10°53'21.84""S","72°12'03.28""W","12°15'08.42""S","74°17'30.26""W","12°30'17.86""S","72°32'53.74""W",N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,-8.909434,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,"-10.61877   (10°37'07.57""S)"," -74.35457  (74°21'16.45""W)","-10.60649   (10°36'23.36""S)"," -72.14791  (72°08'52.48""W)","-12.52052   (12°31'13.87""S)"," -74.35019   (74°21'00.68""W)","-12.50599   (12°30'21.56""S)"," -72.12862   (72°07'43.03""W)",14021,16101,7011,8051,7011,8051,,,149,4.783,1.952,4.367,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.57152,-73.24356,-10.63828,-73.93356,-10.8894,-72.20091,-12.25234,-74.29174,-12.50496,-72.54826,LE70050682010233EDC00,LE70050682010233EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70050682010233EDC00
LE70050682010217EDC00,BUMPER,EDC,DAY,5,68,8/5/2010,2010:217:14:50:34.8146250,2010:217:14:51:01.5686875,9,9,59.31,29.55,36.22,75.84,95.63,47.4384346,48.58723068,"11°34'16.64""S","73°14'00.02""W","10°38'16.08""S","73°55'24.24""W","10°53'19.64""S","72°11'29.15""W","12°15'07.45""S","74°16'51.38""W","12°30'16.88""S","72°32'17.30""W",N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-2.519433,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,"-10.61874   (10°37'07.46""S)"," -74.34085  (74°20'27.06""W)","-10.60641   (10°36'23.08""S)"," -72.13969  (72°08'22.88""W)","-12.52049   (12°31'13.76""S)"," -74.33639   (74°20'11.00""W)","-12.50590   (12°30'21.24""S)"," -72.12035   (72°07'13.26""W)",14021,16061,7011,8031,7011,8031,,,40,5.237,1.774,4.927,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.57129,-73.23334,-10.6378,-73.9234,-10.88879,-72.19143,-12.25207,-74.28094,-12.50469,-72.53814,LE70050682010217EDC00,LE70050682010217EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70050682010217EDC00
LE70050682010201EDC00,BUMPER,EDC,DAY,5,68,7/20/2010,2010:201:14:50:35.4943125,2010:201:14:51:02.2484999,9,9,50.3,63.01,75.37,10.49,52.32,44.9166069,44.64974213,"11°34'17.26""S","73°14'18.46""W","10°38'17.70""S","73°55'39.29""W","10°53'21.30""S","72°11'47.18""W","12°15'09.68""S","74°17'11.11""W","12°30'18.40""S","72°32'39.91""W",N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,10.243509,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,"-10.62148   (10°37'17.33""S)"," -74.35730  (74°21'26.28""W)","-10.60925   (10°36'33.30""S)"," -72.15337  (72°09'12.13""W)","-12.51510   (12°30'54.36""S)"," -74.35297   (74°21'10.69""W)","-12.50062   (12°30'02.23""S)"," -72.13419   (72°08'03.08""W)",13961,16081,6981,8041,6981,8041,,,68,6.53,2.456,6.051,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.57146,-73.23846,-10.63825,-73.92758,-10.88925,-72.19644,-12.25269,-74.28642,-12.50511,-72.54442,LE70050682010201EDC00,LE70050682010201EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70050682010201EDC00
LE70050682010185ASN00,BUMPER,ASN,DAY,5,68,7/4/2010,2010:185:14:50:34.2157499,2010:185:14:51:00.9699374,9,9,16.26,5.61,2.41,30.77,26.23,43.68324661,41.96104813,"11°34'16.72""S","73°14'18.46""W","10°38'07.15""S","73°55'35.54""W","10°53'10.61""S","72°11'45.17""W","12°14'58.81""S","74°17'04.67""W","12°30'07.81""S","72°32'35.34""W",N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,5.02003,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,"-10.61604   (10°36'57.74""S)"," -74.34635  (74°20'46.86""W)","-10.60375   (10°36'13.50""S)"," -72.14520  (72°08'42.72""W)","-12.51779   (12°31'04.04""S)"," -74.34192   (74°20'30.91""W)","-12.50325   (12°30'11.70""S)"," -72.12589   (72°07'33.20""W)",14021,16061,7011,8031,7011,8031,,,83,4.405,2.772,3.424,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.57131,-73.23846,-10.63532,-73.92654,-10.88628,-72.19588,-12.24967,-74.28463,-12.50217,-72.54315,LE70050682010185ASN00,LE70050682010185ASN00,http://earthexplorer.usgs.gov/download/options/5441/LE70050682010185ASN00
LE70050682010169EDC00,BUMPER,EDC,DAY,5,68,6/18/2010,2010:169:14:50:31.0855624,2010:169:14:50:57.8397500,9,9,52.41,40.83,55.88,44.6,68.33,43.80402374,40.68548965,"11°34'16.18""S","73°13'54.84""W","10°38'15.40""S","73°55'17.11""W","10°53'18.85""S","72°11'25.84""W","12°15'07.45""S","74°16'44.54""W","12°30'16.67""S","72°32'14.46""W",N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,-0.070822,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,"-10.61874   (10°37'07.46""S)"," -74.34085  (74°20'27.06""W)","-10.60639   (10°36'23.00""S)"," -72.13696  (72°08'13.06""W)","-12.52049   (12°31'13.76""S)"," -74.33639   (74°20'11.00""W)","-12.50587   (12°30'21.13""S)"," -72.11759   (72°07'03.32""W)",14021,16081,7011,8041,7011,8041,,,44,6.071,2.854,5.358,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.57116,-73.2319,-10.63761,-73.92142,-10.88857,-72.19051,-12.25207,-74.27904,-12.50463,-72.53735,LE70050682010169EDC00,LE70050682010169EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70050682010169EDC00
LE70050682010153EDC00,BUMPER,EDC,DAY,5,68,6/2/2010,2010:153:14:50:30.1451250,2010:153:14:50:56.8991874,9,9,56.68,38.04,59.48,48.98,80.24,45.14781952,41.12615585,"11°34'16.07""S","73°14'13.96""W","10°38'06.32""S","73°55'33.89""W","10°53'10.32""S","72°11'40.20""W","12°14'57.66""S","74°17'01.82""W","12°30'07.31""S","72°32'29.36""W",N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,7.199365,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,"-10.61603   (10°36'57.71""S)"," -74.34360  (74°20'36.96""W)","-10.60373   (10°36'13.43""S)"," -72.14246  (72°08'32.86""W)","-12.51778   (12°31'04.01""S)"," -74.33916   (74°20'20.98""W)","-12.50322   (12°30'11.59""S)"," -72.12313   (72°07'23.27""W)",14021,16061,7011,8031,7011,8031,,,40,4.09,2.728,3.047,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.57113,-73.23721,-10.63509,-73.92608,-10.8862,-72.1945,-12.24935,-74.28384,-12.50203,-72.54149,LE70050682010153EDC00,LE70050682010153EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70050682010153EDC00
LE70050682010137ASN00,BUMPER,ASN,DAY,5,68,5/17/2010,2010:137:14:50:28.3600000,2010:137:14:50:55.1139999,9,9,24.94,27.96,37.09,21.4,13.3,47.4056015,43.64364243,"11°34'17.33""S","73°14'24.40""W","10°38'05.06""S","73°55'46.34""W","10°53'09.28""S","72°11'50.39""W","12°14'56.90""S","74°17'16.44""W","12°30'06.59""S","72°32'41.57""W",N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,-10.892247,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,"-10.61877   (10°37'07.57""S)"," -74.35731  (74°21'26.32""W)","-10.60654   (10°36'23.54""S)"," -72.15339  (72°09'12.20""W)","-12.50968   (12°30'34.85""S)"," -74.35298   (74°21'10.73""W)","-12.49521   (12°29'42.76""S)"," -72.13425   (72°08'03.30""W)",13941,16081,6971,8041,6971,8041,,,87,5.552,2.616,4.897,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.57148,-73.24011,-10.63474,-73.92954,-10.88591,-72.19733,-12.24914,-74.2879,-12.50183,-72.54488,LE70050682010137ASN00,LE70050682010137ASN00,http://earthexplorer.usgs.gov/download/options/5441/LE70050682010137ASN00
LE70050682010105ASN00,BUMPER,ASN,DAY,5,68,4/15/2010,2010:105:14:50:35.0057499,2010:105:14:51:01.7598124,9,9,30.1,17.75,0.75,71.21,30.69,52.77586365,56.02009583,"11°34'18.37""S","73°17'40.99""W","10°38'11.80""S","73°59'04.16""W","10°53'16.44""S","72°15'08.46""W","12°15'03.92""S","74°20'34.80""W","12°30'13.93""S","72°36'00.04""W",N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,-15.110876,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,"-10.62159   (10°37'17.72""S)"," -74.41216  (74°24'43.78""W)","-10.60974   (10°36'35.06""S)"," -72.20815  (72°12'29.34""W)","-12.51252   (12°30'45.07""S)"," -74.40820   (74°24'29.52""W)","-12.49850   (12°29'54.60""S)"," -72.18938   (72°11'21.77""W)",13941,16081,6971,8041,6971,8041,,,67,4.647,2.846,3.673,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.57177,-73.29472,-10.63661,-73.98449,-10.8879,-72.25235,-12.25109,-74.343,-12.50387,-72.60001,LE70050682010105ASN00,LE70050682010105ASN00,http://earthexplorer.usgs.gov/download/options/5441/LE70050682010105ASN00
LE70050682009342COA00,BUMPER,COA,DAY,5,68,12/8/2009,2009:342:14:49:14.3218125,2009:342:14:49:41.0758749,9,9,22.4,5.47,35.18,30.04,18.9,60.28467178,115.9939804,"11°34'14.88""S","73°14'17.30""W","10°38'02.83""S","73°55'36.80""W","10°53'09.35""S","72°11'43.58""W","12°14'54.24""S","74°17'07.33""W","12°30'06.34""S","72°32'35.16""W",N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-8.478091,HL,HL,HL,LL,HL,LL,HH,HL,LL,ETM+  L1G,,GEOTIFF,DEFINITIVE,"-10.61877   (10°37'07.57""S)"," -74.35457  (74°21'16.45""W)","-10.60654   (10°36'23.54""S)"," -72.15339  (72°09'12.20""W)","-12.51239   (12°30'44.60""S)"," -74.35021   (74°21'00.76""W)","-12.49792   (12°29'52.51""S)"," -72.13422   (72°08'03.19""W)",13961,16061,6981,8031,6981,8031,,,,,,,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.5708,-73.23814,-10.63412,-73.92689,-10.88593,-72.19544,-12.2484,-74.28537,-12.50176,-72.5431,LE70050682009342COA00,LE70050682009342COA00,http://earthexplorer.usgs.gov/download/options/5441/LE70050682009342COA00
LE70050682009278EDC00,BUMPER,EDC,DAY,5,68,10/5/2009,2009:278:14:48:28.2839999,2009:278:14:48:55.0379999,9,9,76.46,50.54,95.29,80.31,79.72,61.35327911,78.95844269,"11°34'18.41""S","73°16'21.25""W","10°38'11.36""S","73°57'43.24""W","10°53'13.34""S","72°13'50.74""W","12°15'02.12""S","74°19'09.98""W","12°30'09.47""S","72°34'38.68""W",N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,0.160897,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,"-10.62154   (10°37'17.54""S)"," -74.38747  (74°23'14.89""W)","-10.60954   (10°36'34.34""S)"," -72.18624  (72°11'10.46""W)","-12.51246   (12°30'44.86""S)"," -74.38335   (74°23'00.06""W)","-12.49827   (12°29'53.77""S)"," -72.16732   (72°10'02.35""W)",13941,16061,6971,8031,6971,8031,,,27,6.503,3.438,5.52,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.57178,-73.27257,-10.63649,-73.96201,-10.88704,-72.23076,-12.25059,-74.31944,-12.50263,-72.57741,LE70050682009278EDC00,LE70050682009278EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70050682009278EDC00
LE70050682009262EDC00,BUMPER,EDC,DAY,5,68,9/19/2009,2009:262:14:48:31.0978124,2009:262:14:48:57.8519374,9,9,28.37,19.11,13.48,31.19,49.71,58.00394058,68.24501038,"11°34'18.34""S","73°15'45.90""W","10°38'08.48""S","73°57'06.95""W","10°53'11.47""S","72°13'11.71""W","12°15'00.58""S","74°18'34.52""W","12°30'08.82""S","72°34'00.41""W",N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,-9.490872,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,"-10.61879   (10°37'07.64""S)"," -74.36828  (74°22'05.81""W)","-10.60669   (10°36'24.08""S)"," -72.16983  (72°10'11.39""W)","-12.51784   (12°31'04.22""S)"," -74.36401   (74°21'50.44""W)","-12.50351   (12°30'12.64""S)"," -72.15071   (72°09'02.56""W)",14001,16041,7001,8021,7001,8021,,,86,6.345,2.877,5.655,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,-11.57176,-73.26275,-10.63569,-73.95193,-10.88652,-72.21992,-12.25016,-74.30959,-12.50245,-72.56678,LE70050682009262EDC00,LE70050682009262EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70050682009262EDC00
